coreId,date,year,lengthLW,widthLW,apexLW,posteriorSpotLW,anteriorSpotLW,interspotLW,lengthRW,widthRW,apexRW,posteriorSpotRW,anteriorSpotRW,interspotRW,sex,latitude,longitude
10c65978-baa4-463d-ba20-d7deff7d82e6,NA,2016,26.939999999999998,15.34,0.54,0,0.3,8.0000000000000002E-3,26.720000000000002,14.47,0.56,0,0.25,2.5000000000000001E-2,male,34.4137,-119.8418
c9c26927-3545-4722-ade0-be61a2bae161,2015-05-25,2015,22.736,13.39,10.142,0,1.387,A,22.736,11.498,7.522,0,1.513,A,male,34.548524,-119.820836
32e64fc2-f646-4662-af80-c27e2d2e9dbc,1968-11-04,1968,23.610000000000003,11.719999999999999,0.64,0,0.19,a,23.69,13.540000000000001,0.59,0,0.16,a,male,39.529633,-119.813803
3fa76068-dcdd-48fa-adea-1722f18f96fb,1961-10-01,1961,26.709999999999997,15.03,0.96,0,0.21000000000000002,a,25.21,14.8,1.1600000000000001,0,0.2,a,male,39.529633,-119.813803
ed6cecba-c3d6-46fc-86be-7022643ddcf5,1961-10-12,1961,21.58,12.7,0.1,0.14,0.18,p,21.79,11.65,0.08,0.14,0.2,p,female,39.529633,-119.813803
ac82c596-6fae-455e-a229-d74b5d848e51,1972-09-04,1972,23.740000000000002,14.27,0,0.04,0.22999999999999998,p,22.75,14.190000000000001,NA,0.04,0.3,p,male,39.529633,-119.813803
33627bf9-ec60-4f5d-882f-f6ec39fb4ebb,2015-06-04,2015,17.501,11.976,4.167,0,0.911,A,19.547,11.706,5.504,0,1.079,A,male,34.420616,-119.796752
61153470-e5bd-4b07-b601-85e5a6261d76,2003-08-06,2003,22.96,14.526,23.63,3.822,3.917,A,24.001,14.641,23.892,3.869,4.268,A,female,34.490317,-119.781731
eabf294e-4613-486b-b57d-875c93e85b8e,1955-08-15,1955,24.29,13.67,0.68,0,0.19,a,24.11,13.740000000000002,0.71,0,0.19,a,male,48.0959784,-119.7806166
2c548566-911b-465b-af1b-a75a20c95a09,1955-05-20,1955,25.72,14.94,0.39,0.55,0.51,p,24.13,14.34,0.42000000000000004,0.5,0.48,p,female,48.0959784,-119.7806166
b82b1f11-25d0-48d8-8f3f-a144b813fafd,1956-05-07,1956,26.47,15.99,3.2,0.4,0.43999999999999995,p,27.17,15.09,4.1,0.397,0.42000000000000004,p,female,48.0959784,-119.7806166
624dec88-69b5-4d65-8ae3-02ef06124d6b,NA,1972,22.99,13.477,2.329,2.892,3.453,A,23.118,13.258,3.494,2.826,3.671,A,female,34.423225,-119.770744
096ea0ec-cb43-4df7-b1a2-35ec7d9cc20a,1989-05-09,1989,22.203,13.432,10.253,2.98,4.109,A,23.36,13.638,7.614,3.471,4.372,A,female,34.546854,-119.770079
05113b7c-3850-4af4-af82-2a5ce1fcfbfd,2016-05-13,2016,23.285,14.083,2.988,0,2.088,A,23.891,13.729,2.137,0,1.334,A,male,34.463536,-119.759714
b3a516e9-1ef8-4071-ae0e-8e3f49766554,2016-05-01,2016,24.52,14.850000000000001,0.36,0.5,0.42000000000000004,p,24.6,14.9,0.32,0.48,0.42999999999999994,p,female,34.579,-119.7575
5930892b-5366-41e3-89a9-5f2351d93289,1972-08-22,1972,23.18,12.450000000000001,0.509,0,0.21000000000000002,a,23.580000000000002,13.19,0.498,0,1.7000000000000002,a,male,40.041573,-119.739082
f32b8c5d-d541-45d2-931d-5e242fcac661,1976-09-08,1976,24.62,13.899999999999999,0.53,0,0.3,a,24.52,13.819999999999999,0.42000000000000004,0,0.28,a,male,39.092965,-119.735734
c6d119d1-a53d-42f1-8aa7-4d65ea067b82,1951-06-22,1951,22.112,12.411,14.012,4.236,4.289,A,21.43,12.691,15.841,4.194,4.365,A,female,34.044982,-119.725853
43611dd1-c9d1-4f2c-85c7-b04b9588ecc2,1967-07-30,1967,26.633,14.289,19.103,0,3.139,A,26.332,13.854,15.295,0,3.473,A,male,34.044982,-119.725853
56561509-050d-4b6f-8430-2503bffd3f05,1967-07-31,1967,24.665,13.519,17.134,0,2.891,A,24.125,13.352,16.115,0.08,NA,A,male,34.044982,-119.725853
dd1a6bea-b6fe-4fac-a8d0-35799d189f5a,1967-07-30,1967,24.001,12.648,12.955,0,3.47,A,23.748,12.561,15.055,0,3.263,A,male,34.044982,-119.725853
ac72e8bb-0a0d-44ac-b9a1-fc58d00f3928,1967-07-30,1967,24.242,13.564,9.528,0,2.669,A,23.755,13.643,9.126,0,2.328,A,male,34.044982,-119.725853
d5da353d-16ba-4875-8b86-25acfa1d9985,1967-07-31,1967,23.756,12.367,14.407,0,2.604,A,23.209,13.277,12.502,0,2.604,A,male,34.044982,-119.725853
fffe4e7e-230a-4bb5-9f3f-3e7b3fa98f21,1967-07-31,1967,24.455,13.376,16.869,0,2.07,A,23.906,12.958,17.414,0,1.961,A,male,34.044982,-119.725853
b0fbf11a-6667-4aeb-b2e6-35306ad344fd,1976-07-30,1976,23.076,12.299,18.419,0,3.467,A,22.952,12.716,18.99,0,2.348,A,male,34.044982,-119.725853
1354cc2b-2bbd-40b7-aa9d-75404e4d7324,1967-07-31,1967,22.963,12.283,16.854,0,3.058,A,22.906,12.381,18.212,0,3.033,A,male,34.044982,-119.725853
d34e7dab-a8a1-44b9-b1f0-125dc4bd496b,2015-05-06,2015,23.806,13.36,16.948,0,1.985,A,23.011,13.267,15.99,0,1.961,A,male,34.471588,-119.687669
acef28a8-ed6c-4fd7-8b47-720c41cab2ae,NA,NA,20.8,11.16,0.25,0,0.01,NA,20.53,10.79,0.35000000000000003,0,0.02,NA,male,39.547134,-119.579348
71c94682-245a-4ffe-8632-129b6611c47b,1981-05-26,1981,24.616,14.959,2.246,0.081,2.964,A,26.139,14.759,3.368,0.109,2.834,A,male,34.395768,-119.512276
